complaint_id,area_id,state,district,latitude,longitude,technology,coverage_status,last_updated,issue_type,network_type,status,reported_date,call_duration,signal_strength,dropped_call
CMP-00707,AREA-0001,Penang,Seberang Perai,5.487919,100.313758,4G,Good,2/1/2026,No Connectivity,5G,In Progress,12/9/2025,3090,5,0
CMP-00708,AREA-0030,Selangor,Gombak,3.273946,101.556531,4G,Moderate,28/12/2025,Call Drop,4G,In Progress,18/11/2025,2224,4,0
CMP-00709,AREA-0041,Perak,Ipoh,4.088511,101.331368,5G,Moderate,20/12/2025,Service Outage,4G,Resolved,7/9/2025,1635,2,0
CMP-00710,AREA-0045,Perak,Taiping,4.871565,100.622609,Fiber,Moderate,11/1/2026,Slow Speed,5G,In Progress,10/12/2025,395,3,0
CMP-00711,AREA-0022,Sabah,Sandakan,4.14138,115.700033,4G,Good,5/1/2026,No Connectivity,Fiber,In Progress,20/9/2025,2492,4,1
CMP-00712,AREA-0004,Johor,Johor Bahru,2.052294,103.256188,Fiber,Moderate,12/1/2026,Call Drop,5G,Submitted,11/10/2025,3304,3,0
CMP-00713,AREA-0041,Perak,Ipoh,4.125817,100.623383,5G,Moderate,20/12/2025,Poor Coverage,4G,In Progress,27/12/2025,75,2,0
CMP-00714,AREA-0005,Kedah,Alor Setar,5.467632,100.427329,5G,Poor,3/1/2026,Call Drop,4G,In Progress,31/10/2025,264,2,0
CMP-00715,AREA-0004,Johor,Johor Bahru,2.158023,102.898133,Fiber,Moderate,12/1/2026,Service Outage,4G,In Progress,10/11/2025,2502,3,0
CMP-00716,AREA-0007,Sabah,Kota Kinabalu,5.583837,116.763734,4G,Good,17/12/2025,Poor Coverage,5G,In Progress,27/9/2025,1819,0,0
CMP-00717,AREA-0013,Pahang,Kuantan,3.241859,103.773682,5G,Poor,22/12/2025,Call Drop,4G,In Progress,12/10/2025,717,1,0
CMP-00718,AREA-0000,Kedah,Sungai Petani,5.824954,100.375201,4G,Moderate,17/12/2025,No Connectivity,4G,In Progress,17/10/2025,2782,0,0
CMP-00719,AREA-0005,Kedah,Alor Setar,5.531662,100.431494,5G,Poor,3/1/2026,Poor Coverage,4G,Submitted,11/12/2025,3455,0,0
CMP-00720,AREA-0023,Selangor,Hulu Langat,2.873684,101.47938,4G,Good,26/12/2025,No Connectivity,4G,Submitted,15/11/2025,850,5,0
CMP-00721,AREA-0045,Perak,Taiping,4.609375,101.110338,Fiber,Moderate,11/1/2026,Slow Speed,Fiber,Submitted,26/10/2025,3577,0,0
CMP-00722,AREA-0004,Johor,Johor Bahru,1.311315,103.115679,Fiber,Moderate,12/1/2026,Call Drop,4G,Resolved,2/10/2025,1390,4,0
CMP-00723,AREA-0007,Sabah,Kota Kinabalu,4.361961,116.984092,4G,Good,17/12/2025,No Connectivity,4G,Submitted,7/9/2025,143,5,0
CMP-00724,AREA-0012,Sarawak,Kuching,2.526529,111.012774,4G,Good,5/1/2026,Call Drop,Fiber,In Progress,6/9/2025,884,5,0
CMP-00725,AREA-0002,Sarawak,Miri,3.630951,109.879646,5G,Moderate,31/12/2025,No Connectivity,4G,Resolved,14/12/2025,3140,2,0
CMP-00726,AREA-0021,Pahang,Temerloh,3.869912,103.065668,4G,Good,29/12/2025,Slow Speed,5G,Submitted,12/9/2025,3170,0,1
CMP-00727,AREA-0022,Sabah,Sandakan,4.185277,116.054016,4G,Good,5/1/2026,Service Outage,5G,Submitted,22/11/2025,395,2,0
CMP-00728,AREA-0022,Sabah,Sandakan,5.462752,116.521756,4G,Good,5/1/2026,Poor Coverage,5G,Submitted,6/12/2025,3096,3,0
CMP-00729,AREA-0013,Pahang,Kuantan,3.154896,102.745357,5G,Poor,22/12/2025,Service Outage,Fiber,Submitted,6/11/2025,2995,1,0
CMP-00730,AREA-0090,Johor,Batu Pahat,1.238203,103.794718,5G,Poor,27/12/2025,Poor Coverage,4G,In Progress,30/9/2025,2938,5,0
CMP-00731,AREA-0003,Penang,George Town,5.218794,100.219431,Fiber,Good,4/1/2026,Service Outage,Fiber,In Progress,25/11/2025,1492,3,0
CMP-00732,AREA-0021,Pahang,Temerloh,3.124177,102.784449,4G,Good,29/12/2025,No Connectivity,5G,Resolved,18/9/2025,3555,3,0
CMP-00733,AREA-0001,Penang,Seberang Perai,5.293104,100.366548,4G,Good,2/1/2026,Service Outage,4G,Submitted,29/9/2025,3222,4,0
CMP-00734,AREA-0014,Johor,Kulai,1.552605,102.608579,4G,Good,11/1/2026,Call Drop,Fiber,In Progress,12/10/2025,1167,1,0
CMP-00735,AREA-0021,Pahang,Temerloh,3.503674,103.310495,4G,Good,29/12/2025,Slow Speed,Fiber,Resolved,26/10/2025,2616,3,0
CMP-00736,AREA-0001,Penang,Seberang Perai,5.32246,100.303105,4G,Good,2/1/2026,Poor Coverage,5G,Resolved,10/11/2025,1062,3,0
CMP-00737,AREA-0022,Sabah,Sandakan,4.600668,116.467377,4G,Good,5/1/2026,Service Outage,Fiber,Submitted,24/12/2025,2156,1,0
CMP-00738,AREA-0003,Penang,George Town,5.492073,100.231732,Fiber,Good,4/1/2026,No Connectivity,5G,Submitted,27/9/2025,1065,1,1
CMP-00739,AREA-0012,Sarawak,Kuching,3.145563,110.676039,4G,Good,5/1/2026,No Connectivity,Fiber,Submitted,19/12/2025,1209,3,0
CMP-00740,AREA-0045,Perak,Taiping,4.948509,100.684187,Fiber,Moderate,11/1/2026,Slow Speed,4G,Resolved,4/12/2025,2982,1,0
CMP-00741,AREA-0045,Perak,Taiping,4.68902,101.099033,Fiber,Moderate,11/1/2026,Slow Speed,5G,In Progress,4/10/2025,2445,3,1
CMP-00742,AREA-0007,Sabah,Kota Kinabalu,5.935942,115.970442,4G,Good,17/12/2025,Call Drop,Fiber,Resolved,24/10/2025,3294,3,0
CMP-00743,AREA-0013,Pahang,Kuantan,3.758778,102.571254,5G,Poor,22/12/2025,No Connectivity,4G,In Progress,23/9/2025,633,4,0
CMP-00744,AREA-0022,Sabah,Sandakan,5.06292,115.942105,4G,Good,5/1/2026,Service Outage,5G,In Progress,13/12/2025,1156,0,0
CMP-00745,AREA-0039,Selangor,Petaling,2.819882,101.407394,5G,Moderate,3/1/2026,Slow Speed,4G,Submitted,5/12/2025,3234,3,1
CMP-00746,AREA-0039,Selangor,Petaling,2.963998,101.457653,5G,Moderate,3/1/2026,No Connectivity,5G,Resolved,18/12/2025,1238,2,0
CMP-00747,AREA-0041,Perak,Ipoh,4.724395,100.907664,5G,Moderate,20/12/2025,Call Drop,5G,Submitted,1/11/2025,732,5,0
CMP-00748,AREA-0007,Sabah,Kota Kinabalu,4.756959,116.65625,4G,Good,17/12/2025,No Connectivity,4G,Resolved,21/12/2025,234,0,0
CMP-00749,AREA-0000,Kedah,Sungai Petani,5.816815,100.310707,4G,Moderate,17/12/2025,Service Outage,5G,Submitted,2/10/2025,2705,0,1
CMP-00750,AREA-0004,Johor,Johor Bahru,2.370598,102.477694,Fiber,Moderate,12/1/2026,Call Drop,4G,Resolved,19/11/2025,750,0,0
CMP-00751,AREA-0023,Selangor,Hulu Langat,2.852052,101.80281,4G,Good,26/12/2025,Call Drop,5G,Submitted,7/9/2025,2635,4,0
CMP-00752,AREA-0022,Sabah,Sandakan,5.280683,115.525859,4G,Good,5/1/2026,No Connectivity,5G,Submitted,8/11/2025,3080,3,0
CMP-00753,AREA-0003,Penang,George Town,5.356841,100.423274,Fiber,Good,4/1/2026,Call Drop,5G,In Progress,30/9/2025,3145,4,0
CMP-00754,AREA-0002,Sarawak,Miri,3.874042,111.16174,5G,Moderate,31/12/2025,Poor Coverage,Fiber,Resolved,30/12/2025,953,3,0
CMP-00755,AREA-0039,Selangor,Petaling,3.039414,101.863337,5G,Moderate,3/1/2026,Poor Coverage,4G,Resolved,9/9/2025,2539,4,1
CMP-00756,AREA-0000,Kedah,Sungai Petani,6.201076,100.307154,4G,Moderate,17/12/2025,Service Outage,4G,In Progress,7/10/2025,2960,4,0
CMP-00757,AREA-0022,Sabah,Sandakan,4.499787,115.631185,4G,Good,5/1/2026,Service Outage,Fiber,Resolved,3/10/2025,3324,5,0
CMP-00758,AREA-0039,Selangor,Petaling,3.173063,101.650645,5G,Moderate,3/1/2026,Service Outage,5G,In Progress,30/10/2025,3301,2,0
CMP-00759,AREA-0004,Johor,Johor Bahru,1.79144,103.801791,Fiber,Moderate,12/1/2026,Slow Speed,4G,In Progress,5/10/2025,1542,4,1
CMP-00760,AREA-0039,Selangor,Petaling,2.998884,101.700493,5G,Moderate,3/1/2026,No Connectivity,5G,Submitted,30/11/2025,1197,5,0
CMP-00761,AREA-0001,Penang,Seberang Perai,5.297063,100.496971,4G,Good,2/1/2026,No Connectivity,Fiber,Resolved,11/12/2025,1676,1,0
CMP-00762,AREA-0023,Selangor,Hulu Langat,2.903978,101.437312,4G,Good,26/12/2025,No Connectivity,5G,In Progress,15/9/2025,1191,2,1
CMP-00763,AREA-0000,Kedah,Sungai Petani,5.204596,100.369404,4G,Moderate,17/12/2025,Call Drop,4G,Submitted,4/11/2025,2217,4,1
CMP-00764,AREA-0023,Selangor,Hulu Langat,3.049621,101.543324,4G,Good,26/12/2025,Slow Speed,Fiber,Submitted,15/11/2025,1416,0,1
CMP-00765,AREA-0003,Penang,George Town,5.346002,100.213252,Fiber,Good,4/1/2026,Call Drop,4G,In Progress,5/10/2025,2993,1,1
CMP-00766,AREA-0005,Kedah,Alor Setar,5.086888,100.358297,5G,Poor,3/1/2026,No Connectivity,Fiber,Submitted,29/10/2025,2842,1,0
CMP-00767,AREA-0013,Pahang,Kuantan,3.065927,102.777423,5G,Poor,22/12/2025,No Connectivity,Fiber,In Progress,15/9/2025,2681,5,0
CMP-00768,AREA-0002,Sarawak,Miri,3.27913,111.836101,5G,Moderate,31/12/2025,Slow Speed,5G,Resolved,25/9/2025,1217,1,0
CMP-00769,AREA-0000,Kedah,Sungai Petani,5.448274,100.394043,4G,Moderate,17/12/2025,Slow Speed,4G,Resolved,16/12/2025,1540,2,1
CMP-00770,AREA-0012,Sarawak,Kuching,4.744276,111.284989,4G,Good,5/1/2026,No Connectivity,5G,Resolved,27/11/2025,2076,4,0
CMP-00771,AREA-0007,Sabah,Kota Kinabalu,4.030027,116.747576,4G,Good,17/12/2025,Slow Speed,5G,Submitted,9/12/2025,3236,4,0
CMP-00772,AREA-0005,Kedah,Alor Setar,5.332232,100.456314,5G,Poor,3/1/2026,Service Outage,5G,Submitted,11/11/2025,1445,0,0
CMP-00773,AREA-0003,Penang,George Town,5.422107,100.32838,Fiber,Good,4/1/2026,Poor Coverage,Fiber,In Progress,11/10/2025,2386,5,0
CMP-00774,AREA-0012,Sarawak,Kuching,2.18997,110.155559,4G,Good,5/1/2026,No Connectivity,Fiber,In Progress,14/11/2025,1519,0,0
CMP-00775,AREA-0012,Sarawak,Kuching,1.63505,112.393277,4G,Good,5/1/2026,Poor Coverage,5G,In Progress,4/10/2025,1388,1,1
CMP-00776,AREA-0013,Pahang,Kuantan,3.512227,103.995708,5G,Poor,22/12/2025,Slow Speed,5G,Submitted,5/10/2025,1856,0,1
CMP-00777,AREA-0030,Selangor,Gombak,3.235747,101.741548,4G,Moderate,28/12/2025,No Connectivity,4G,Submitted,27/12/2025,1365,2,0
CMP-00778,AREA-0022,Sabah,Sandakan,4.280364,115.798812,4G,Good,5/1/2026,Poor Coverage,Fiber,Resolved,15/11/2025,499,4,0
CMP-00779,AREA-0001,Penang,Seberang Perai,5.428506,100.36339,4G,Good,2/1/2026,Poor Coverage,4G,In Progress,23/11/2025,1680,1,0
CMP-00780,AREA-0005,Kedah,Alor Setar,6.174309,100.304782,5G,Poor,3/1/2026,Call Drop,4G,In Progress,17/11/2025,510,0,0
CMP-00781,AREA-0001,Penang,Seberang Perai,5.415822,100.375708,4G,Good,2/1/2026,Poor Coverage,5G,Submitted,16/11/2025,3398,5,1
CMP-00782,AREA-0004,Johor,Johor Bahru,1.296733,103.404865,Fiber,Moderate,12/1/2026,Service Outage,5G,Submitted,4/10/2025,216,2,0
CMP-00783,AREA-0022,Sabah,Sandakan,5.13203,116.459259,4G,Good,5/1/2026,Service Outage,4G,In Progress,16/12/2025,1324,2,0
CMP-00784,AREA-0004,Johor,Johor Bahru,1.90077,103.394399,Fiber,Moderate,12/1/2026,No Connectivity,Fiber,Submitted,24/11/2025,1155,0,1
CMP-00785,AREA-0012,Sarawak,Kuching,4.451202,113.288795,4G,Good,5/1/2026,Call Drop,Fiber,Resolved,22/9/2025,1827,4,0
CMP-00786,AREA-0013,Pahang,Kuantan,3.584102,103.005582,5G,Poor,22/12/2025,Call Drop,4G,Resolved,27/10/2025,3141,0,0
CMP-00787,AREA-0005,Kedah,Alor Setar,5.289861,100.347816,5G,Poor,3/1/2026,Call Drop,Fiber,In Progress,9/11/2025,3323,1,0
CMP-00788,AREA-0013,Pahang,Kuantan,3.224164,103.295374,5G,Poor,22/12/2025,Service Outage,5G,Submitted,25/10/2025,3486,0,0
CMP-00789,AREA-0013,Pahang,Kuantan,3.835578,103.238666,5G,Poor,22/12/2025,Poor Coverage,4G,Submitted,3/11/2025,1810,2,0
CMP-00790,AREA-0013,Pahang,Kuantan,3.261394,102.812246,5G,Poor,22/12/2025,No Connectivity,4G,Resolved,21/11/2025,2492,0,0
CMP-00791,AREA-0023,Selangor,Hulu Langat,2.925835,101.857065,4G,Good,26/12/2025,Service Outage,4G,Submitted,16/9/2025,2923,4,0
CMP-00792,AREA-0005,Kedah,Alor Setar,5.44464,100.353094,5G,Poor,3/1/2026,Slow Speed,5G,In Progress,7/12/2025,1205,5,1
CMP-00793,AREA-0022,Sabah,Sandakan,4.570446,116.612303,4G,Good,5/1/2026,Service Outage,Fiber,Resolved,6/11/2025,2214,3,0
CMP-00794,AREA-0000,Kedah,Sungai Petani,5.114658,100.350651,4G,Moderate,17/12/2025,Slow Speed,Fiber,Resolved,20/12/2025,90,0,0
CMP-00795,AREA-0004,Johor,Johor Bahru,2.371721,103.672984,Fiber,Moderate,12/1/2026,No Connectivity,5G,In Progress,27/9/2025,713,4,0
CMP-00796,AREA-0021,Pahang,Temerloh,3.443787,102.669161,4G,Good,29/12/2025,Service Outage,Fiber,Submitted,27/9/2025,1881,4,0
CMP-00797,AREA-0013,Pahang,Kuantan,3.063152,103.116822,5G,Poor,22/12/2025,No Connectivity,4G,In Progress,19/12/2025,38,5,0
CMP-00798,AREA-0030,Selangor,Gombak,2.926652,101.696857,4G,Moderate,28/12/2025,No Connectivity,Fiber,Submitted,3/10/2025,3197,2,0
CMP-00799,AREA-0014,Johor,Kulai,1.936698,102.562359,4G,Good,11/1/2026,Service Outage,Fiber,Resolved,30/11/2025,3522,4,0
CMP-00800,AREA-0012,Sarawak,Kuching,1.999916,112.201,4G,Good,5/1/2026,Poor Coverage,Fiber,Submitted,9/10/2025,172,4,1
CMP-00801,AREA-0005,Kedah,Alor Setar,5.456993,100.431919,5G,Poor,3/1/2026,Slow Speed,5G,Submitted,26/10/2025,652,4,0
CMP-00802,AREA-0014,Johor,Kulai,2.064934,103.270343,4G,Good,11/1/2026,Service Outage,4G,Resolved,31/10/2025,753,4,0
CMP-00803,AREA-0003,Penang,George Town,5.258638,100.380438,Fiber,Good,4/1/2026,Service Outage,5G,In Progress,14/12/2025,1243,1,1
CMP-00804,AREA-0013,Pahang,Kuantan,3.807289,103.349245,5G,Poor,22/12/2025,Service Outage,Fiber,Resolved,11/10/2025,1081,1,0
CMP-00805,AREA-0041,Perak,Ipoh,4.349248,101.341695,5G,Moderate,20/12/2025,Service Outage,5G,Resolved,18/10/2025,1683,2,0
CMP-00806,AREA-0004,Johor,Johor Bahru,2.222651,103.00727,Fiber,Moderate,12/1/2026,No Connectivity,Fiber,Resolved,22/11/2025,2523,0,0
CMP-00807,AREA-0007,Sabah,Kota Kinabalu,4.202804,116.426141,4G,Good,17/12/2025,No Connectivity,Fiber,Resolved,6/10/2025,455,4,0
CMP-00808,AREA-0045,Perak,Taiping,4.255939,101.481823,Fiber,Moderate,11/1/2026,No Connectivity,5G,In Progress,20/11/2025,828,5,0
CMP-00809,AREA-0041,Perak,Ipoh,4.996964,101.334121,5G,Moderate,20/12/2025,Call Drop,5G,In Progress,20/12/2025,894,0,0
CMP-00810,AREA-0007,Sabah,Kota Kinabalu,5.976044,115.793266,4G,Good,17/12/2025,Poor Coverage,4G,Submitted,29/12/2025,1384,5,0
CMP-00811,AREA-0013,Pahang,Kuantan,3.783423,103.501644,5G,Poor,22/12/2025,Service Outage,4G,Resolved,15/11/2025,1958,0,0
CMP-00812,AREA-0012,Sarawak,Kuching,3.535379,111.208905,4G,Good,5/1/2026,Service Outage,Fiber,Submitted,9/9/2025,3072,2,0
CMP-00813,AREA-0041,Perak,Ipoh,4.172067,100.620747,5G,Moderate,20/12/2025,Call Drop,Fiber,Resolved,19/10/2025,2434,4,0
CMP-00814,AREA-0002,Sarawak,Miri,4.505654,112.315269,5G,Moderate,31/12/2025,Service Outage,4G,Submitted,1/9/2025,1996,4,0
CMP-00815,AREA-0012,Sarawak,Kuching,3.944711,110.689,4G,Good,5/1/2026,Service Outage,Fiber,In Progress,18/11/2025,2395,3,0
CMP-00816,AREA-0021,Pahang,Temerloh,3.748633,103.38115,4G,Good,29/12/2025,Poor Coverage,Fiber,Submitted,10/11/2025,189,5,0
CMP-00817,AREA-0003,Penang,George Town,5.370254,100.251757,Fiber,Good,4/1/2026,Slow Speed,4G,Submitted,4/12/2025,504,0,1
CMP-00818,AREA-0030,Selangor,Gombak,3.084591,101.788849,4G,Moderate,28/12/2025,Poor Coverage,5G,In Progress,3/9/2025,1214,0,0
CMP-00819,AREA-0014,Johor,Kulai,1.375134,102.164901,4G,Good,11/1/2026,Service Outage,4G,Resolved,13/10/2025,1531,1,0
CMP-00820,AREA-0023,Selangor,Hulu Langat,3.153233,101.458008,4G,Good,26/12/2025,No Connectivity,4G,Resolved,1/9/2025,3440,3,0
CMP-00821,AREA-0013,Pahang,Kuantan,3.171487,103.154262,5G,Poor,22/12/2025,Call Drop,4G,Resolved,5/10/2025,3480,1,0
CMP-00822,AREA-0000,Kedah,Sungai Petani,5.056085,100.352565,4G,Moderate,17/12/2025,Slow Speed,4G,In Progress,30/11/2025,823,1,1
CMP-00823,AREA-0001,Penang,Seberang Perai,5.366273,100.469084,4G,Good,2/1/2026,Poor Coverage,5G,In Progress,7/12/2025,928,1,1
CMP-00824,AREA-0001,Penang,Seberang Perai,5.3856,100.358313,4G,Good,2/1/2026,Call Drop,Fiber,Resolved,8/11/2025,933,5,0
CMP-00825,AREA-0005,Kedah,Alor Setar,5.687015,100.306352,5G,Poor,3/1/2026,Call Drop,Fiber,In Progress,8/11/2025,1140,5,0
CMP-00826,AREA-0001,Penang,Seberang Perai,5.399131,100.330461,4G,Good,2/1/2026,Poor Coverage,5G,Resolved,29/11/2025,133,2,0
CMP-00827,AREA-0007,Sabah,Kota Kinabalu,4.937283,116.279512,4G,Good,17/12/2025,Call Drop,Fiber,Resolved,13/10/2025,2105,2,1
CMP-00828,AREA-0021,Pahang,Temerloh,3.736806,103.161249,4G,Good,29/12/2025,Poor Coverage,5G,Submitted,28/12/2025,684,1,0
CMP-00829,AREA-0022,Sabah,Sandakan,4.81828,115.640306,4G,Good,5/1/2026,Poor Coverage,5G,Submitted,31/10/2025,2719,3,0
CMP-00830,AREA-0021,Pahang,Temerloh,3.995822,103.707617,4G,Good,29/12/2025,No Connectivity,Fiber,Resolved,5/9/2025,2220,0,0
CMP-00831,AREA-0007,Sabah,Kota Kinabalu,5.427739,116.691003,4G,Good,17/12/2025,Service Outage,5G,Submitted,27/12/2025,1852,5,0
CMP-00832,AREA-0000,Kedah,Sungai Petani,5.256522,100.393552,4G,Moderate,17/12/2025,No Connectivity,5G,In Progress,26/10/2025,814,3,0
CMP-00833,AREA-0005,Kedah,Alor Setar,5.417187,100.434021,5G,Poor,3/1/2026,Service Outage,Fiber,Resolved,10/12/2025,1172,4,0
CMP-00834,AREA-0013,Pahang,Kuantan,3.405612,102.580747,5G,Poor,22/12/2025,Slow Speed,4G,Submitted,10/10/2025,79,5,0
CMP-00835,AREA-0004,Johor,Johor Bahru,1.941589,103.803164,Fiber,Moderate,12/1/2026,Poor Coverage,Fiber,Resolved,21/10/2025,2933,5,0
CMP-00836,AREA-0022,Sabah,Sandakan,5.488784,116.175055,4G,Good,5/1/2026,No Connectivity,5G,In Progress,5/12/2025,3284,2,0
CMP-00837,AREA-0012,Sarawak,Kuching,2.49333,110.912894,4G,Good,5/1/2026,Poor Coverage,4G,In Progress,24/9/2025,202,0,0
CMP-00838,AREA-0000,Kedah,Sungai Petani,5.847694,100.449963,4G,Moderate,17/12/2025,Call Drop,4G,Submitted,10/10/2025,2811,0,0
CMP-00839,AREA-0002,Sarawak,Miri,2.095,109.807365,5G,Moderate,31/12/2025,Service Outage,5G,In Progress,14/9/2025,1252,4,0
CMP-00840,AREA-0041,Perak,Ipoh,4.819174,101.223857,5G,Moderate,20/12/2025,No Connectivity,5G,Resolved,24/12/2025,1699,4,0
CMP-00841,AREA-0030,Selangor,Gombak,3.146307,101.719826,4G,Moderate,28/12/2025,Poor Coverage,4G,Submitted,24/11/2025,1250,5,0
CMP-00842,AREA-0039,Selangor,Petaling,3.124282,101.80937,5G,Moderate,3/1/2026,Service Outage,5G,Submitted,8/10/2025,1682,1,0
CMP-00843,AREA-0012,Sarawak,Kuching,4.855829,112.554002,4G,Good,5/1/2026,Service Outage,5G,Submitted,31/12/2025,1555,2,0
CMP-00844,AREA-0001,Penang,Seberang Perai,5.385323,100.447005,4G,Good,2/1/2026,Poor Coverage,Fiber,Resolved,5/9/2025,3512,2,0
CMP-00845,AREA-0022,Sabah,Sandakan,4.219291,116.332947,4G,Good,5/1/2026,Slow Speed,Fiber,Resolved,19/11/2025,3473,5,0
CMP-00846,AREA-0030,Selangor,Gombak,3.058561,101.559583,4G,Moderate,28/12/2025,No Connectivity,5G,Submitted,12/9/2025,2094,3,1
CMP-00847,AREA-0014,Johor,Kulai,1.259337,103.454709,4G,Good,11/1/2026,No Connectivity,Fiber,Resolved,20/11/2025,1256,1,0
CMP-00848,AREA-0013,Pahang,Kuantan,3.700972,103.284503,5G,Poor,22/12/2025,Service Outage,5G,Resolved,27/12/2025,3376,5,1
CMP-00849,AREA-0039,Selangor,Petaling,3.165072,101.662952,5G,Moderate,3/1/2026,No Connectivity,5G,Resolved,12/12/2025,1549,1,0
CMP-00850,AREA-0041,Perak,Ipoh,4.005409,100.819982,5G,Moderate,20/12/2025,Service Outage,5G,Submitted,18/10/2025,1166,1,0
CMP-00851,AREA-0014,Johor,Kulai,2.210032,103.6836,4G,Good,11/1/2026,Slow Speed,Fiber,Resolved,12/10/2025,3486,1,0
CMP-00852,AREA-0003,Penang,George Town,5.411389,100.322763,Fiber,Good,4/1/2026,Poor Coverage,Fiber,In Progress,28/11/2025,3584,5,0
CMP-00853,AREA-0013,Pahang,Kuantan,3.479476,103.166687,5G,Poor,22/12/2025,Slow Speed,Fiber,Submitted,21/9/2025,1396,2,0
CMP-00854,AREA-0030,Selangor,Gombak,2.986037,101.505354,4G,Moderate,28/12/2025,Slow Speed,4G,In Progress,21/12/2025,3330,2,0
CMP-00855,AREA-0090,Johor,Batu Pahat,1.973704,102.506836,5G,Poor,27/12/2025,Poor Coverage,Fiber,In Progress,17/11/2025,2703,1,0
CMP-00856,AREA-0003,Penang,George Town,5.315904,100.402026,Fiber,Good,4/1/2026,Poor Coverage,5G,In Progress,2/12/2025,470,3,0
CMP-00857,AREA-0007,Sabah,Kota Kinabalu,4.032335,116.975751,4G,Good,17/12/2025,Service Outage,5G,Resolved,4/11/2025,3018,0,0
CMP-00858,AREA-0012,Sarawak,Kuching,2.267721,109.835318,4G,Good,5/1/2026,Call Drop,4G,Resolved,4/10/2025,1035,5,0
CMP-00859,AREA-0022,Sabah,Sandakan,5.098829,115.887128,4G,Good,5/1/2026,Service Outage,5G,In Progress,14/10/2025,1353,0,0
CMP-00860,AREA-0003,Penang,George Town,5.305797,100.301991,Fiber,Good,4/1/2026,Service Outage,5G,Submitted,19/12/2025,2783,3,0
CMP-00861,AREA-0013,Pahang,Kuantan,3.876641,103.054104,5G,Poor,22/12/2025,Service Outage,5G,Resolved,16/11/2025,2831,5,0
CMP-00862,AREA-0001,Penang,Seberang Perai,5.368577,100.49673,4G,Good,2/1/2026,Service Outage,Fiber,Resolved,18/11/2025,967,1,0
CMP-00863,AREA-0030,Selangor,Gombak,2.952196,101.827646,4G,Moderate,28/12/2025,Poor Coverage,5G,Submitted,23/9/2025,357,2,0
CMP-00864,AREA-0012,Sarawak,Kuching,2.32454,112.011327,4G,Good,5/1/2026,Slow Speed,5G,In Progress,1/9/2025,3019,0,0
CMP-00865,AREA-0005,Kedah,Alor Setar,5.893009,100.341062,5G,Poor,3/1/2026,No Connectivity,5G,Resolved,2/10/2025,3479,4,1
CMP-00866,AREA-0007,Sabah,Kota Kinabalu,5.951751,116.588879,4G,Good,17/12/2025,Call Drop,5G,Submitted,26/10/2025,667,4,1
CMP-00867,AREA-0012,Sarawak,Kuching,2.867281,109.961346,4G,Good,5/1/2026,No Connectivity,Fiber,Submitted,19/12/2025,372,3,0
CMP-00868,AREA-0002,Sarawak,Miri,2.240342,112.700272,5G,Moderate,31/12/2025,Slow Speed,Fiber,In Progress,3/12/2025,1031,1,0
CMP-00869,AREA-0002,Sarawak,Miri,3.123555,113.046111,5G,Moderate,31/12/2025,Poor Coverage,Fiber,In Progress,30/12/2025,1145,0,0
CMP-00870,AREA-0007,Sabah,Kota Kinabalu,5.490985,116.346963,4G,Good,17/12/2025,Service Outage,5G,In Progress,18/10/2025,1371,1,0
CMP-00871,AREA-0045,Perak,Taiping,4.370282,100.668508,Fiber,Moderate,11/1/2026,Call Drop,4G,Submitted,25/10/2025,2723,0,0
CMP-00872,AREA-0022,Sabah,Sandakan,4.052255,116.441009,4G,Good,5/1/2026,Slow Speed,5G,In Progress,19/10/2025,89,3,0
CMP-00873,AREA-0001,Penang,Seberang Perai,5.423288,100.227982,4G,Good,2/1/2026,Service Outage,5G,Submitted,3/10/2025,2745,3,1
CMP-00874,AREA-0007,Sabah,Kota Kinabalu,5.724218,116.4906,4G,Good,17/12/2025,Slow Speed,4G,Submitted,29/11/2025,3387,4,0
CMP-00875,AREA-0030,Selangor,Gombak,2.959514,101.451848,4G,Moderate,28/12/2025,Call Drop,4G,Resolved,26/11/2025,3249,1,0
CMP-00876,AREA-0030,Selangor,Gombak,3.287872,101.662069,4G,Moderate,28/12/2025,Call Drop,5G,Resolved,16/12/2025,539,5,0
CMP-00877,AREA-0013,Pahang,Kuantan,3.189222,103.789019,5G,Poor,22/12/2025,No Connectivity,Fiber,Resolved,15/11/2025,2779,4,0
CMP-00878,AREA-0003,Penang,George Town,5.216382,100.21855,Fiber,Good,4/1/2026,Service Outage,4G,Resolved,21/10/2025,868,1,0
CMP-00879,AREA-0039,Selangor,Petaling,3.152563,101.530586,5G,Moderate,3/1/2026,Poor Coverage,Fiber,In Progress,28/11/2025,40,4,0
CMP-00880,AREA-0090,Johor,Batu Pahat,1.767724,103.477296,5G,Poor,27/12/2025,Service Outage,5G,In Progress,28/12/2025,739,5,0
CMP-00881,AREA-0005,Kedah,Alor Setar,5.534568,100.401765,5G,Poor,3/1/2026,Poor Coverage,Fiber,In Progress,25/10/2025,1946,2,0
CMP-00882,AREA-0023,Selangor,Hulu Langat,3.043302,101.479047,4G,Good,26/12/2025,Service Outage,4G,Resolved,9/9/2025,2549,2,1
CMP-00883,AREA-0021,Pahang,Temerloh,3.775864,103.46727,4G,Good,29/12/2025,Service Outage,Fiber,Submitted,5/10/2025,3006,2,0
